sex,birth,family,education,job,rich,religion,voting,politics,x,y,location
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",25 000 - 50 000,Православ'я,Самопоміч,Цікавлюсь,0.28,-0.55,Kyiv
Чоловіча,1977,Неодружений/незаміжня,Кандидат/доктор наук,Наука та дослідження,6 000 - 10 000,Не маю релігійної приналежності,Народний Фронт,Цікавлюсь,-0.05,-0.38,Kyiv
Чоловіча,1978,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,-0.40,-0.6,not_defined
Жіноча,1983,У шлюбі,Повна вища освіта,Домогосподарка,< 3 000,Православ'я,Я не голосував,Цікавлюсь,-0.33,-0.15,Kyiv
Чоловіча,1988,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,10 000 - 15 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.25,-0.65,not_defined
Чоловіча,1973,У шлюбі,Середня освіта,На пенсії,< 3 000,Православ'я,Я не голосував,Цікавлюсь,0.08,-0.23,Kyiv
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",3 000 - 6 000,Православ'я,Самопоміч,Трохи цікавлюсь,0.25,-0.45,Kyiv
Жіноча,1983,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Зовсім не цікавлюсь,-0.18,-0.1,not_defined
Жіноча,1993,У шлюбі,Повна вища освіта,Студент,3 000 - 6 000,Православ'я,Самопоміч,Цікавлюсь,-0.43,0.15,not_defined
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,25 000 - 50 000,Не маю релігійної приналежності,Складно відповісти,Цікавлюсь,0.10,-0.48,Kyiv
Чоловіча,,Неодружений/незаміжня,Неповна вища освіта,На пенсії,< 3 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,0.20,-0.35,not_defined
Чоловіча,1980,У шлюбі,Неповна вища освіта,На пенсії,6 000 - 10 000,Інше,Свобода,Трохи цікавлюсь,-0.15,0.15,not_defined
Чоловіча,1970,У шлюбі,Неповна вища освіта,Продажі та послуги,< 3 000,Православ'я,Інша партія,Дуже цікавлюсь,-0.20,0.25,Ivano-Frankivsk
Жіноча,1977,Неодружений/незаміжня,Повна вища освіта,Управлінський персонал,25 000 - 50 000,Православ'я,Самопоміч,Цікавлюсь,-0.10,-0.38,Kyiv
Чоловіча,,У шлюбі,Інше,На пенсії,< 3 000,Інше,Я не голосував,Дуже цікавлюсь,-0.40,0.4,not_defined
Жіноча,1982,Неодружений/незаміжня,Неповна вища освіта,Інше,3 000 - 6 000,Православ'я,Самопоміч,Цікавлюсь,-0.43,-0.48,not_defined
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,Наука та дослідження,< 3 000,Православ'я,Інша партія,Цікавлюсь,-0.15,0.28,Kyiv
Чоловіча,,У шлюбі,Повна вища освіта,IT-сфера,,Православ'я,Я не голосував,Цікавлюсь,-0.08,-0.2,Zaporizhia
Чоловіча,1980,У шлюбі,Повна вища освіта,На пенсії,10 000 - 15 000,Інше,Блок Петра Порошенка,Цікавлюсь,-0.05,-0.3,Dnipropetrovsk
Жіноча,1984,У шлюбі,Повна вища освіта,Домогосподарка,6 000 - 10 000,Католицизм,Складно відповісти,Трохи цікавлюсь,-0.38,-0.1,Ivano-Frankivsk
Жіноча,,Неодружений/незаміжня,Повна вища освіта,IT-сфера,6 000 - 10 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.55,-0.18,Ivano-Frankivsk
Жіноча,1979,У розлученні,Неповна вища освіта,На пенсії,3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.43,-0.8,Kherson
Жіноча,1989,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Інше,Народний Фронт,,-0.18,-0.48,Dnipropetrovsk
Чоловіча,1981,Неодружений/незаміжня,Повна вища освіта,IT-сфера,10 000 - 15 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,0.43,0,Zaporizhia
Жіноча,1968,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Буддизм,Я не голосував,Цікавлюсь,-0.25,-0.4,Odessa
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,25 000 - 50 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.20,-0.65,outside_ukraine
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,25 000 - 50 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,0.00,-0.05,outside_ukraine
Жіноча,1988,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Православ'я,Інша партія,Трохи цікавлюсь,0.08,0,not_defined
Жіноча,1984,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Католицизм,Блок Петра Порошенка,Дуже цікавлюсь,-0.30,0.23,not_defined
Чоловіча,1961,У шлюбі,Кандидат/доктор наук,"Бізнес, фінанси та управління",> 50 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,0.10,-0.73,Kyiv
Жіноча,1967,У розлученні,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.10,-0.23,Kyiv
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.38,-0.58,Kyiv
Жіноча,1985,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",10 000 - 15 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,0.13,-0.35,Kyiv
Жіноча,1991,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Складно відповісти,Цікавлюсь,-0.40,0.18,not_defined
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",> 50 000,Не маю релігійної приналежності,Сила Людей,Дуже цікавлюсь,0.05,-0.63,not_defined
Чоловіча,1988,Неодружений/незаміжня,Повна вища освіта,Студент,< 3 000,Католицизм,Народний Фронт,Трохи цікавлюсь,-0.15,0.15,Lviv
Чоловіча,1969,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",25 000 - 50 000,Православ'я,Самопоміч,Цікавлюсь,0.18,-0.3,not_defined
Жіноча,,,,На пенсії,,,,,-0.23,-0.65,not_defined
Чоловіча,,Інше,Повна вища освіта,Інше,15 000 - 25 000,Не маю релігійної приналежності,Складно відповісти,Дуже цікавлюсь,-0.63,-0.85,Kyiv
Чоловіча,1991,У шлюбі,Повна вища освіта,Управлінський персонал,10 000 - 15 000,Католицизм,Самопоміч,Дуже цікавлюсь,0.20,0.08,not_defined
Чоловіча,1978,У шлюбі,Середня освіта,"Торгівля, транспорт і логістика",6 000 - 10 000,Православ'я,Інша партія,Дуже цікавлюсь,0.30,-0.53,Donetsk
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Інша партія,Трохи цікавлюсь,0.30,-0.15,Ivano-Frankivsk
Чоловіча,1983,У шлюбі,Повна вища освіта,Безробітний,< 3 000,Православ'я,Інша партія,Зовсім не цікавлюсь,-0.15,-0.1,not_defined
Чоловіча,1973,У розлученні,Повна вища освіта,IT-сфера,6 000 - 10 000,Православ'я,Народний Фронт,Цікавлюсь,-0.03,0.03,not_defined
Жіноча,1988,Неодружений/незаміжня,Повна вища освіта,Інше,< 3 000,Не маю релігійної приналежності,Свобода,Цікавлюсь,-0.38,-0.5,Sumy
Жіноча,1959,У шлюбі,Кандидат/доктор наук,Охорона здоров'я,3 000 - 6 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.13,-0.08,Sumy
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.30,-0.25,Sumy
Чоловіча,1986,Неодружений/незаміжня,Кандидат/доктор наук,Безробітний,< 3 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.05,-0.6,Sumy
Жіноча,1974,У шлюбі,Неповна вища освіта,Сільське господарство,6 000 - 10 000,Православ'я,Самопоміч,Цікавлюсь,-0.18,-0.03,Kyiv
Чоловіча,1990,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,6 000 - 10 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,0.40,-0.45,Mykolaiv
Жіноча,1990,У шлюбі,Неповна вища освіта,"Мистецтво, культура, відпочинок і спорт",< 3 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.35,-0.1,not_defined
Чоловіча,1972,У шлюбі,Повна вища освіта,Інше,3 000 - 6 000,Інше,Свобода,Цікавлюсь,-0.28,0.58,Dnipropetrovsk
Чоловіча,1987,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,< 3 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.30,-0.55,Chernihiv
Жіноча,1998,Неодружений/незаміжня,Середня освіта,Студент,3 000 - 6 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.08,-0.03,not_defined
Чоловіча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,0.80,-0.8,Zaporizhia
Жіноча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Інше,Я не голосував,Зовсім не цікавлюсь,0.38,-0.4,not_defined
Жіноча,1997,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Католицизм,Блок Петра Порошенка,Цікавлюсь,-0.30,-0.28,not_defined
Чоловіча,1998,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Православ'я,Я не голосував,Цікавлюсь,-0.23,-0.3,Vinnytsia
Жіноча,1997,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.13,-0.3,Odessa
Жіноча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,,Православ'я,Я не голосував,Трохи цікавлюсь,-0.10,-0.13,not_defined
Жіноча,1985,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Православ'я,Я не голосував,Цікавлюсь,0.03,-0.15,Kyiv
Жіноча,1998,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,-0.20,-0.18,Kyiv
Чоловіча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,0.80,-0.8,Kyiv
Чоловіча,,Неодружений/незаміжня,,Інше,6 000 - 10 000,Інше,Я не голосував,Трохи цікавлюсь,-0.10,-0.63,not_defined
Чоловіча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Складно відповісти,Трохи цікавлюсь,-0.10,-0.18,Volyn
Чоловіча,,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Я не голосував,Дуже цікавлюсь,0.08,-0.8,Lugansk
Чоловіча,1997,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Я не голосував,Дуже цікавлюсь,0.08,-0.8,Lugansk
,,,,На пенсії,,,,,0.80,-0.85,Kyiv
Чоловіча,1997,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,0.13,-0.65,Rivne
Жіноча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.33,-0.15,Kherson
Чоловіча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Інше,Я не голосував,Дуже цікавлюсь,0.38,-0.78,not_defined
Чоловіча,1972,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",> 50 000,Православ'я,Блок Петра Порошенка,Дуже цікавлюсь,0.03,-0.55,Kyiv
Чоловіча,1981,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",6 000 - 10 000,Католицизм,Складно відповісти,Трохи цікавлюсь,-0.05,0.2,not_defined
Чоловіча,1991,У шлюбі,Повна вища освіта,Інше,3 000 - 6 000,Православ'я,Народний Фронт,Дуже цікавлюсь,-0.33,0.08,not_defined
Чоловіча,1993,Неодружений/незаміжня,Неповна вища освіта,Студент,25 000 - 50 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,-0.18,-0.15,Kirovograd
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Сила Людей,Дуже цікавлюсь,0.08,-0.55,Lugansk
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,10 000 - 15 000,Православ'я,Опозиційний блок,Дуже цікавлюсь,-0.25,-0.05,Poltava
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Католицизм,Самопоміч,Цікавлюсь,-0.20,-0.05,Ternopil
Чоловіча,1975,У шлюбі,Неповна вища освіта,Безробітний,< 3 000,Православ'я,Свобода,Цікавлюсь,-0.40,0.18,not_defined
Чоловіча,1984,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",10 000 - 15 000,Православ'я,,Цікавлюсь,-0.25,0.1,Sumy
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Католицизм,Блок Петра Порошенка,Трохи цікавлюсь,-0.20,-0.15,Lviv
Чоловіча,1979,У розлученні,Повна вища освіта,IT-сфера,15 000 - 25 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.28,-0.25,not_defined
Чоловіча,1971,Неодружений/незаміжня,Неповна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Православ'я,Свобода,Дуже цікавлюсь,-0.68,-0.15,outside_ukraine
Жіноча,1981,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",15 000 - 25 000,Іудаїзм,Блок Петра Порошенка,Цікавлюсь,-0.45,-0.5,outside_ukraine
Чоловіча,1988,Неодружений/незаміжня,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",15 000 - 25 000,Католицизм,Складно відповісти,Дуже цікавлюсь,0.20,-0.35,Ivano-Frankivsk
Чоловіча,1982,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Іслам,Я не голосував,Цікавлюсь,0.05,-0.48,Ivano-Frankivsk
Жіноча,1979,У шлюбі,Повна вища освіта,Охорона здоров'я,3 000 - 6 000,,Інша партія,Трохи цікавлюсь,-0.18,-0.33,not_defined
Чоловіча,1982,У шлюбі,Середня освіта,Інше,3 000 - 6 000,Православ'я,Інша партія,Трохи цікавлюсь,-0.18,-0.13,not_defined
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,Наука та дослідження,< 3 000,Католицизм,Самопоміч,Трохи цікавлюсь,0.08,-0.08,Ivano-Frankivsk
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Інша партія,Трохи цікавлюсь,-0.20,0,Ivano-Frankivsk
Чоловіча,,У шлюбі,Неповна вища освіта,IT-сфера,10 000 - 15 000,Інше,Інша партія,Дуже цікавлюсь,-0.05,-0.45,Ivano-Frankivsk
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,Наука та дослідження,< 3 000,Інше,Свобода,Трохи цікавлюсь,0.03,0.15,Ivano-Frankivsk
Жіноча,1969,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Свобода,Цікавлюсь,-0.38,0.33,Ivano-Frankivsk
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Інше,Самопоміч,Дуже цікавлюсь,0.00,-0.3,not_defined
Чоловіча,1987,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.05,-0.23,Ivano-Frankivsk
Чоловіча,1966,У шлюбі,Повна вища освіта,Управлінський персонал,< 3 000,Католицизм,Інша партія,Цікавлюсь,-0.13,0,Ivano-Frankivsk
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,Виробництво,3 000 - 6 000,Православ'я,Самопоміч,Цікавлюсь,0.25,0,not_defined
Жіноча,1989,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,15 000 - 25 000,Православ'я,Самопоміч,Трохи цікавлюсь,-0.18,-0.2,Lviv
Жіноча,1992,Неодружений/незаміжня,Неповна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Інша партія,Цікавлюсь,-0.20,0,Kyiv
Жіноча,,У шлюбі,Повна вища освіта,Інше,3 000 - 6 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.18,-0.43,Kyiv
Чоловіча,1987,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",,Православ'я,Народний Фронт,Цікавлюсь,0.15,-0.05,Chernihiv
Чоловіча,1986,Неодружений/незаміжня,Кандидат/доктор наук,Наука та дослідження,,Не маю релігійної приналежності,,Трохи цікавлюсь,-0.18,-0.7,outside_ukraine
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.08,-0.45,Kyiv
Чоловіча,1973,Інше,Неповна вища освіта,Безробітний,3 000 - 6 000,Православ'я,Самопоміч,Цікавлюсь,-0.15,-0.23,Donetsk
Жіноча,1988,Неодружений/незаміжня,Повна вища освіта,IT-сфера,25 000 - 50 000,Православ'я,Самопоміч,Дуже цікавлюсь,-0.33,-0.6,Kyiv
Чоловіча,1982,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Свобода,Цікавлюсь,-0.30,0.13,Ivano-Frankivsk
Чоловіча,1980,У шлюбі,Неповна вища освіта,IT-сфера,> 50 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,0.18,-0.43,not_defined
Жіноча,1988,Неодружений/незаміжня,Повна вища освіта,"Торгівля, транспорт і логістика",6 000 - 10 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,0.03,-0.23,Lviv
Чоловіча,1994,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Католицизм,Свобода,Трохи цікавлюсь,-0.08,-0.1,Lviv
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,Управлінський персонал,6 000 - 10 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.10,-0.63,Lviv
Чоловіча,1993,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,0.15,-0.83,Lviv
Жіноча,,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Складно відповісти,Трохи цікавлюсь,-0.28,-0.05,Mykolaiv
Чоловіча,1997,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Самопоміч,Трохи цікавлюсь,-0.25,-0.28,Lviv
Чоловіча,,Інше,Повна вища освіта,Інше,,Православ'я,Блок Петра Порошенка,Дуже цікавлюсь,-0.20,0.05,not_defined
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,< 3 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,0.28,-0.33,Lviv
Чоловіча,1986,У шлюбі,Повна вища освіта,IT-сфера,15 000 - 25 000,Католицизм,Самопоміч,Цікавлюсь,0.03,-0.58,Lviv
Чоловіча,1979,У шлюбі,Повна вища освіта,Продажі та послуги,> 50 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,0.03,-0.6,Lviv
Чоловіча,1981,У шлюбі,Повна вища освіта,Управлінський персонал,3 000 - 6 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.40,-0.43,Lviv
Жіноча,1991,У розлученні,Неповна вища освіта,"Бізнес, фінанси та управління",10 000 - 15 000,Католицизм,Я не голосував,Цікавлюсь,0.28,-0.38,Lviv
Чоловіча,1992,Неодружений/незаміжня,Неповна вища освіта,Продажі та послуги,3 000 - 6 000,Буддизм,Інша партія,Цікавлюсь,0.13,-0.43,Lviv
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Православ'я,Батьківщина,Трохи цікавлюсь,-0.20,0.2,Lviv
Жіноча,1987,У шлюбі,Повна вища освіта,IT-сфера,> 50 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.35,-0.2,not_defined
Жіноча,1976,Неодружений/незаміжня,Повна вища освіта,Охорона здоров'я,6 000 - 10 000,Католицизм,Самопоміч,Цікавлюсь,-0.05,0.08,not_defined
Жіноча,1989,У розлученні,Неповна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Католицизм,Народний Фронт,Цікавлюсь,-0.18,-0.28,Lviv
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Католицизм,Свобода,Зовсім не цікавлюсь,-0.10,0,Ivano-Frankivsk
Чоловіча,1987,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.85,-0.45,not_defined
Жіноча,1989,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Католицизм,Самопоміч,Трохи цікавлюсь,-0.25,-0.38,Lviv
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,Виробництво,3 000 - 6 000,Католицизм,Інша партія,Цікавлюсь,-0.28,0.05,Lviv
Чоловіча,,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",6 000 - 10 000,Католицизм,Складно відповісти,Цікавлюсь,-0.28,-0.08,Lviv
Чоловіча,1987,У шлюбі,Повна вища освіта,Виробництво,6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.75,-0.35,not_defined
Чоловіча,,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.85,-0.18,not_defined
Чоловіча,1986,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Православ'я,Складно відповісти,Трохи цікавлюсь,-0.25,0,outside_ukraine
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Інша партія,Цікавлюсь,-0.18,-0.65,Dnipropetrovsk
Чоловіча,1977,У розлученні,Повна вища освіта,IT-сфера,6 000 - 10 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,-0.03,0.05,Kyiv
,,Неодружений/незаміжня,Повна вища освіта,Інше,> 50 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.15,-0.25,Odessa
Чоловіча,1989,У шлюбі,Повна вища освіта,Управлінський персонал,6 000 - 10 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,0.13,0,Kyiv
Чоловіча,1988,Неодружений/незаміжня,Кандидат/доктор наук,Наука та дослідження,3 000 - 6 000,Інше,Інша партія,Дуже цікавлюсь,-0.23,-0.6,Kyiv
Чоловіча,,У розлученні,Повна вища освіта,IT-сфера,3 000 - 6 000,Православ'я,,,0.18,0.08,Vinnytsia
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,IT-сфера,3 000 - 6 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,0.25,-0.1,Kyiv
Чоловіча,1976,У шлюбі,Середня освіта,Виробництво,< 3 000,Православ'я,Блок Петра Порошенка,Дуже цікавлюсь,-0.05,-0.3,Dnipropetrovsk
Чоловіча,1960,У розлученні,Кандидат/доктор наук,IT-сфера,25 000 - 50 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,-0.05,-0.28,Vinnytsia
Жіноча,,,,На пенсії,,,,,-0.08,-0.7,not_defined
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Самопоміч,Цікавлюсь,0.05,0,Kyiv
Чоловіча,1984,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,0.00,-0.23,Kyiv
Чоловіча,1991,Неодружений/незаміжня,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",6 000 - 10 000,Православ'я,Самопоміч,Дуже цікавлюсь,-0.13,-0.15,not_defined
Чоловіча,,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Протестантизм,,Трохи цікавлюсь,-0.18,0.05,Rivne
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Православ'я,Самопоміч,Цікавлюсь,-0.35,-0.53,Kyiv
Чоловіча,1987,Неодружений/незаміжня,Кандидат/доктор наук,"Бізнес, фінанси та управління",25 000 - 50 000,Православ'я,Блок Петра Порошенка,Дуже цікавлюсь,-0.10,-0.05,Kyiv
Чоловіча,1986,У шлюбі,Повна вища освіта,Управлінський персонал,3 000 - 6 000,Не маю релігійної приналежності,Свобода,Цікавлюсь,-0.05,0.05,not_defined
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,< 3 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.55,-0.58,Zaporizhia
Чоловіча,1970,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,-0.10,-0.23,Volyn
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,3 000 - 6 000,Не маю релігійної приналежності,Радикальна партія Олега Ляшка,Трохи цікавлюсь,0.43,-0.43,not_defined
Чоловіча,1972,У шлюбі,Повна вища освіта,IT-сфера,10 000 - 15 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,-0.05,-0.4,Kyiv
Жіноча,1985,У шлюбі,Неповна вища освіта,Домогосподарка,3 000 - 6 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.18,-0.15,Khmelnytsky
Чоловіча,1978,У шлюбі,Повна вища освіта,Домогосподарка,< 3 000,Православ'я,Свобода,Дуже цікавлюсь,-0.35,0.25,not_defined
Чоловіча,1974,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",> 50 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,0.08,-0.2,Kyiv
,,,,На пенсії,,,,,0.03,-0.4,Odessa
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,Виробництво,6 000 - 10 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,-0.35,-0.3,Volyn
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,Наука та дослідження,10 000 - 15 000,Не маю релігійної приналежності,Складно відповісти,Цікавлюсь,0.25,-0.55,Volyn
Жіноча,1972,У шлюбі,Повна вища освіта,Управлінський персонал,6 000 - 10 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,0.08,-0.05,Khmelnytsky
