index,name,actives,date,credits_all,deposits_all,income,owner,group.x,group.y,status,rating,groups,y
1127,НАРОДНИЙ КАПIТАЛ,202854,1012012,141479,58508,51,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1128,НАРОДНИЙ КАПIТАЛ,129422,1072011,86187,37310,20,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1129,НАРОДНИЙ КАПIТАЛ,188206,1072012,136961,41492,70,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1130,НАРОДНИЙ КАПIТАЛ,92765,1072009,73373,21559,157,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1131,НАРОДНИЙ КАПIТАЛ,192334,1012013,137205,45046,90,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1132,НАРОДНИЙ КАПIТАЛ,105471,1012010,76533,23964,479,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1133,НАРОДНИЙ КАПIТАЛ,122906,1012011,94692,33183,85,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1134,"НАРОДНИЙ 
КАПIТАЛ",236758.68,1012014,188589.74,103798,760,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1135,НАРОДНИЙ КАПIТАЛ,238412,1072014,204940,104964,6372,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1136,НАРОДНИЙ КАПIТАЛ,85724,1072010,80174,20611,405,"Валерій 
Макаренко",4,ukraine,NA,228,3,56
1137,"НАЦIОНАЛЬНИЙ 
СТАНДАРТ",720179,1072009,957390,254160,-227074,NA,4,NA,insolvent,139,5,208
1138,"НАЦIОНАЛЬНИЙ
 
СТАНДАРТ",1017418,1012009,916181,578995,2689,NA,4,NA,insolvent,139,5,208
1139,"НАЦІОНАЛЬНИЙ
 КРЕДИТ",513312,1072010,464988,311194,-3533,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1140,НАЦІОНАЛЬНИЙ КРЕДИТ,1077986,1072012,865723,863612,6144,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1141,"НАЦІОНАЛЬНИЙ 
КРЕДИТ",2243064.24,1012014,1247702.5,1716726,1620,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1142,НАЦІОНАЛЬНИЙ КРЕДИТ,678078,1012011,581704,503584,-80744,"Андрій
 Оністрат",4,ukraine,NA,122,3,25
1143,НАЦІОНАЛЬНИЙ КРЕДИТ,703045,1072011,630029,530586,-23573,"Андрій
 Оністрат",4,ukraine,NA,122,3,25
1144,НАЦІОНАЛЬНИЙ КРЕДИТ,478673,1012009,475330,367430,122,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1145,НАЦІОНАЛЬНИЙ КРЕДИТ,955432,1012012,801778,749956,-45002,"Андрій
 Оністрат",4,ukraine,NA,122,3,25
1146,НАЦІОНАЛЬНИЙ КРЕДИТ,421250,1072009,427275,303098,5931,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1147,"НАЦІОНАЛЬНИЙ 
КРЕДИТ",1447096,1012013,1098443,1188449,12607,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1148,НАЦІОНАЛЬНИЙ КРЕДИТ,2514669,1072014,1450582,2029299,656,"Андрій
 Оністрат",4,ukraine,NA,122,3,25
1149,НАЦІОНАЛЬНИЙ КРЕДИТ,1885712,1072013,1192748,1468058,896,"Андрій
 Оністрат",4,ukraine,NA,122,3,25
1150,НАЦІОНАЛЬНИЙ КРЕДИТ,421529,1012010,408861,237785,240,"Андрій 
Оністрат",4,ukraine,NA,122,3,25
1151,НОВИЙ,628177,1072013,511415,411401,-2480,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1152,НОВИЙ,839000,1072012,541958,622651,5515,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1153,НОВИЙ,787074,1012013,526100,579215,4584,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1154,НОВИЙ,557560,1072009,364160,410888,1781,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1155,НОВИЙ,673672.86,1012014,519391.37,498918,-8251,"КБ Південне, 
група фізосіб",4,ukraine,NA,162,2,123
1156,НОВИЙ,508393,1012009,341458,427312,-9561,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1157,НОВИЙ,650674,1072011,522600,471398,-3763,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1158,НОВИЙ,484198,1012010,406090,385002,-14042,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1159,НОВИЙ,491141,1072010,383905,342842,-22340,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1160,НОВИЙ,604064,1012011,480235,434256,-35617,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1161,НОВИЙ,802405,1012012,512403,533328,-7160,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1162,НОВИЙ,696954,1072014,509005,514137,-8472,"КБ Південне, група 
фізосіб",4,ukraine,NA,162,2,123
1163,ОДЕСА-БАНК,346464,1072009,358556,212475,-66533,NA,4,NA,insolvent,178,5,223
1164,ОДЕСА-БАНК,627893,1012009,421974,322957,11120,NA,4,NA,insolvent,178,5,223
1165,ОКСІ,330376,1012013,236252,167520,1617,"Лариса
 і Петро Малех, Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1166,ОКСІ,198933,1012010,160531,115650,1580,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1167,ОКСІ,258426,1012012,209837,121366,3199,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1168,ОКСІ,268023,1012011,173093,148380,2796,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1169,ОКСІ,371753,1072013,257666,192481,205,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1170,ОКСІ,491826,1072014,345010,276699,709,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1171,ОКСІ,222426,1072010,188961,134637,1288,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1172,ОКСІ,418767.73,1012014,268171.97,235687,714,"Лариса і Петро 
Малех, Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1173,ОКСІ,332910,1072011,197892,170147,1350,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1174,ОКСІ,282623,1072012,208868,140058,1027,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1175,ОКСІ,181821,1072009,158363,99255,639,"Лариса і Петро Малех, 
Оксана і Олег Баляш",4,ukraine,NA,208,4,58
1176,"ОЛІМПІЙСЬКА 
УКРАЇНА",182947,1012010,160780,18641,3037,NA,4,NA,NA,227,5,149
1177,"ОЛІМПІЙСЬКА 
УКРАЇНА",159848,1012009,153983,45810,2125,NA,4,NA,NA,227,5,149
1178,"ОЛІМПІЙСЬКА 
УКРАЇНА",168066,1072009,145857,30367,1419,NA,4,NA,NA,227,5,149
1179,ОМЕГА,664628,1072014,0,7844,-26304,"Микола 
Лагун",4,ukraine,NA,132,4,228
1180,ОМЕГА,1479599,1072013,34952,289333,-348630,"Микола 
Лагун",3,ukraine,NA,132,4,228
1181,ОМЕГА,725642.56,1012014,170.82,8130,-381548,"Микола 
Лагун",4,ukraine,NA,132,4,228
1182,ОТП,19919833,1072013,13815996,9185208,46701,"Центральна Ощадна 
Каса i Комерцiйний (Угорщина)",2,world,NA,14,2,217
1183,ОТП,26790199,1072010,23747759,7040948,236204,"Центральна Ощадна
 Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1184,ОТП,21141533,1072014,15295665,11462814,-992705,"Центральна 
Ощадна Каса i Комерцiйний (Угорщина)",2,world,NA,14,2,217
1185,ОТП,29395221,1012010,29056316,7118500,-435343,"Центральна 
Ощадна Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1186,ОТП,29733308,1072009,29605521,6064438,-565334,"Центральна 
Ощадна Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1187,ОТП,33717298,1012009,31241435,28355149,76595,"Центральна Ощадна
 Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1188,ОТП,21331719,1072012,14999449,9210323,41020,"Центральна Ощадна 
Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1189,ОТП,23225471,1072011,19511168,8033349,379819,"Центральна Ощадна
 Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1190,ОТП,20314986,1012013,14644016,8966339,271362,"Центральна Ощадна
 Каса i Комерцiйний (Угорщина)",2,world,NA,14,2,217
1191,ОТП,22784720,1012012,20139457,8700309,581760,"Центральна Ощадна
 Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1192,ОТП,18722347.98,1012014,14123829.08,9537460,93393,"Центральна 
Ощадна Каса i Комерцiйний (Угорщина)",2,world,NA,14,2,217
1193,ОТП,24681819,1012011,21479927,7785618,609432,"Центральна Ощадна
 Каса i Комерцiйний (Угорщина)",1,world,NA,14,2,217
1194,ОЩАДБАНК,103568090.06,1012014,51546229.48,46340930,1136214,Держава,1,state,NA,2,2,79
1195,ОЩАДБАНК,53542332,1072009,41968700,18616700,753673,Держава,1,state,NA,2,2,79
1196,ОЩАДБАНК,84732833,1072012,50623389,37060754,275009,Держава,1,state,NA,2,2,79
1197,ОЩАДБАНК,59019133,1012011,44778201,24420575,460601,Держава,1,state,NA,2,2,79
1198,ОЩАДБАНК,115648138,1072014,63408187,43520196,155623,Держава,1,state,NA,2,2,79
1199,ОЩАДБАНК,95624096,1072013,50677006,43040483,150034,Держава,1,state,NA,2,2,79
1200,ОЩАДБАНК,58746981,1072010,44101096,22265149,365249,Держава,1,state,NA,2,2,79
1201,ОЩАДБАНК,72451512,1072011,49451885,36580422,247410,Держава,1,state,NA,2,2,79
1202,ОЩАДБАНК,59926579,1012010,44601114,24523693,692696,Держава,1,state,NA,2,2,79
1203,ОЩАДБАНК,85995536,1012013,51186647,39399132,597491,Держава,1,state,NA,2,2,79
1204,ОЩАДБАНК,57788082,1012009,34883269,17196830,305777,Держава,1,state,NA,2,2,79
1205,ОЩАДБАНК,73968478,1012012,58837920,38585413,530991,Держава,1,state,NA,2,2,79
1206,ПАРТНЕР,719445,1012009,350052,533992,898,NA,4,NA,NA,150,5,114
1207,ПАРТНЕР,1049887,1012010,312812,513430,124,NA,4,NA,NA,150,5,114
1208,ПАРТНЕР,559592,1072009,256161,388218,217,NA,4,NA,NA,150,5,114
1209,ПЕРШИЙ,1938351,1072012,1166399,1183825,1569,"Сергій
 Курченко",4,family,NA,86,4,116
1210,ПЕРШИЙ,1513725,1012012,949922,1062885,172,"Сергій 
Курченко",4,family,NA,86,4,116
1211,ПЕРШИЙ,2063789,1072014,1287677,1090621,-3971,"Сергій 
Курченко",4,family,NA,86,4,116
1212,ПЕРШИЙ,1951295,1012013,1151272,1079357,2586,"Сергій 
Курченко",4,family,NA,86,4,116
1213,ПЕРШИЙ,2229874,1072013,1400484,1292533,2595,"Сергій 
Курченко",4,family,NA,86,4,116
1214,ПЕРШИЙ,1455582,1072011,895637,908911,391,"Сергій 
Курченко",4,family,NA,86,4,116
1215,ПЕРШИЙ,2893810.77,1012014,1310554.7,1999169,931,"Сергій 
Курченко",4,family,NA,86,4,116
1216,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",745414,1072010,630827,265550,-11914,"Засновники VS Energy
 Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1217,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",1024855,1072013,675872,653623,3379,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1218,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",946246,1012009,807464,632399,4600,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1219,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",883611,1012013,563321,511951,314,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1220,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",800621,1012010,771184,336506,-41348,"Засновники VS Energy
 Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1221,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",1096511,1072014,687643,725643,-8755,"Засновники VS Energy
 Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1222,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",967170,1072012,553579,500371,2364,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1223,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",916810,1012012,655018,481278,-10390,"Засновники VS Energy
 Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1224,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",947846,1072011,665471,590461,1147,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1225,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",832963,1072009,746971,499020,2009,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1226,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",831699,1012011,649261,382453,2626,"Засновники VS Energy 
Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1227,"ПЕРШИЙ 
ІНВЕСТИЦІЙНИЙ",1243845.57,1012014,831313.52,947009,2262,"Засновники VS 
Energy Олександр Бабаков та Михайло Спектор володіють українськими 
обленерго",4,russia,NA,134,2,145
1228,"ПЕРШИЙ 
УКР.МІЖНАРОДНИЙ",33207415.74,1012014,19898098.79,20443606,437860,NA,1,NA,NA,12,2,97
1229,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",20159205,1012009,15412273,7451901,13100,NA,1,NA,NA,12,2,97
1230,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",17399669,1012010,13560235,5765024,-800856,NA,1,NA,NA,12,2,97
1231,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",32442086,1072013,17364426,19678250,170106,NA,1,NA,NA,12,2,97
1232,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",17756642,1072009,14025101,4895232,-604127,NA,1,NA,NA,12,2,97
1233,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",35798387,1072014,24273712,23800768,211504,NA,1,NA,NA,12,2,97
1234,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",28229805,1012013,17000132,17464700,185472,NA,1,NA,NA,12,2,97
1235,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",18098370,1012011,13620340,8003121,235378,NA,1,NA,NA,12,2,97
1236,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",31459178,1072012,16152817,16649649,64285,NA,1,NA,NA,12,2,97
1237,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",17042043,1072010,12923409,6635011,43021,NA,1,NA,NA,12,2,97
1238,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",34866052,1012012,19694977,20093669,268155,NA,1,NA,NA,12,2,97
1239,"ПЕРШИЙ
 
УКР.МІЖНАРОДНИЙ",19505610,1072011,14479363,9125787,100543,NA,1,NA,NA,12,2,97
1240,ПЕТРОКОММЕРЦ-УКРАЇНА,955284,1012010,614959,582180,-46701,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1241,ПЕТРОКОММЕРЦ-УКРАЇНА,1064339,1072011,640841,610211,-137799,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1242,ПЕТРОКОММЕРЦ-УКРАЇНА,992820,1012012,646063,585495,-140166,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1243,ПЕТРОКОММЕРЦ-УКРАЇНА,1429442,1072013,586015,712303,7188,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1244,ПЕТРОКОММЕРЦ-УКРАЇНА,868686,1072012,394719,498620,19939,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1245,ПЕТРОКОММЕРЦ-УКРАЇНА,1084151,1012009,688415,599680,5775,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1246,ПЕТРОКОММЕРЦ-УКРАЇНА,926123,1072010,612535,653662,89,"Леонід 
Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1247,ПЕТРОКОММЕРЦ-УКРАЇНА,1233926.64,1012014,633863.42,577911,7545,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1248,ПЕТРОКОММЕРЦ-УКРАЇНА,1049036,1072009,642529,559792,646,"Леонід 
Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1249,ПЕТРОКОММЕРЦ-УКРАЇНА,1046147,1072014,654432,534279,-5827,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1250,ПЕТРОКОММЕРЦ-УКРАЇНА,916024,1012013,482320,438566,23175,"Леонід
 Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1251,ПЕТРОКОММЕРЦ-УКРАЇНА,950400,1012011,629117,648804,-142,"Леонід 
Федун, Вагіт Алєкперов (Росія)",4,russia,NA,124,2,185
1252,ПІВДЕНКОМБАНК,2622917,1012011,1604806,1915538,3709,"Руслан 
Циплаков, друг Віктора Януковича-мол.",3,regionals,insolvent,53,6,22
1253,ПІВДЕНКОМБАНК,4562282,1012012,2789025,2837118,7211,"Руслан 
Циплаков, друг Віктора Януковича-мол.",3,regionals,insolvent,53,6,22
1254,ПІВДЕНКОМБАНК,799138,1012009,587520,450478,6525,"Руслан 
Циплаков, друг Віктора Януковича-мол.",4,regionals,insolvent,53,6,22
1255,ПІВДЕНКОМБАНК,1826361,1072010,1115016,1343956,2162,"Руслан 
Циплаков, друг Віктора Януковича-мол.",4,regionals,insolvent,53,6,22
1256,ПІВДЕНКОМБАНК,1389214,1012010,962354,954682,11153,"Руслан 
Циплаков, друг Віктора Януковича-мол.",4,regionals,insolvent,53,6,22
1257,ПІВДЕНКОМБАНК,7503434.81,1012014,3421256.89,3506451,14632,"Руслан
 Циплаков, друг Віктора 
Януковича-мол.",2,regionals,insolvent,53,6,22
1258,ПІВДЕНКОМБАНК,5000858,1072014,3887624,4474170,-889179,"Руслан 
Циплаков, друг Віктора Януковича-мол.",2,regionals,insolvent,53,6,22
1259,ПІВДЕНКОМБАНК,3580689,1072011,2360841,2563656,2428,"Руслан 
Циплаков, друг Віктора Януковича-мол.",3,regionals,insolvent,53,6,22
1260,ПІВДЕНКОМБАНК,5578516,1012013,3029451,2930770,7769,"Руслан 
Циплаков, друг Віктора Януковича-мол.",3,regionals,insolvent,53,6,22
1261,ПІВДЕНКОМБАНК,5414834,1072012,2238854,2662814,4391,"Руслан 
Циплаков, друг Віктора Януковича-мол.",3,regionals,insolvent,53,6,22
1262,ПІВДЕНКОМБАНК,1112025,1072009,784944,784069,1648,"Руслан 
Циплаков, друг Віктора Януковича-мол.",4,regionals,insolvent,53,6,22
1263,ПІВДЕНКОМБАНК,6492320,1072013,2969038,3493624,7656,"Руслан 
Циплаков, друг Віктора Януковича-мол.",3,regionals,insolvent,53,6,22
1264,ПІВДЕННИЙ,10883437,1072011,8866326,7858013,18584,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1265,ПІВДЕННИЙ,10013635,1012013,7162083,6243738,60725,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1266,ПІВДЕННИЙ,10257965,1072012,7937622,6514983,29184,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1267,ПІВДЕННИЙ,11086369,1012009,9152360,6337691,177489,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1268,ПІВДЕННИЙ,10702966,1012010,8351205,5680625,61042,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1269,ПІВДЕННИЙ,13444967,1072014,10341615,6965821,33585,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1270,ПІВДЕННИЙ,10467673,1072010,8173036,6430891,18343,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1271,ПІВДЕННИЙ,11239399.3,1012014,7979420.35,6131170,54215,"родина 
Юрія Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1272,ПІВДЕННИЙ,10480582,1072009,8692812,5527134,41270,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1273,ПІВДЕННИЙ,10992088,1072013,7543494,6185386,27208,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1274,ПІВДЕННИЙ,10276292,1012011,8424907,7317581,42607,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1275,ПІВДЕННИЙ,10208339,1012012,8523995,7060597,53200,"родина Юрія 
Родіна, Марк Беккер",2,ukraine,NA,23,2,140
1276,"ПІРЕУС 
МКБ",2517559.43,1012014,1307863.16,1125189,-176658,"Грецький фонд 
фінансової стабільності (Греція)",4,world,NA,60,2,155
1277,ПІРЕУС МКБ,3588413,1012011,2772324,1310947,-286364,"Грецький 
фонд фінансової стабільності (Греція)",3,world,NA,60,2,155
1278,ПІРЕУС МКБ,3067378,1072013,1405707,1135093,-30819,"Грецький 
фонд фінансової стабільності (Греція)",3,world,NA,60,2,155
1279,ПІРЕУС МКБ,2781946,1012009,2292534,493681,16573,"Грецький фонд 
фінансової стабільності (Греція)",3,world,NA,60,2,155
1280,ПІРЕУС МКБ,2960254,1072009,2412285,527275,3275,"Грецький фонд 
фінансової стабільності (Греція)",3,world,NA,60,2,155
1281,ПІРЕУС МКБ,4160707,1012012,2708791,1135088,-649574,"Грецький 
фонд фінансової стабільності (Греція)",3,world,NA,60,2,155
1282,ПІРЕУС МКБ,3542423,1072010,2717527,1038728,-50205,"Грецький 
фонд фінансової стабільності (Греція)",3,world,NA,60,2,155
1283,ПІРЕУС МКБ,3084880,1012013,1540232,1022782,62019,"Грецький фонд
 фінансової стабільності (Греція)",3,world,NA,60,2,155
1284,ПІРЕУС МКБ,3053903,1072014,1530344,1219985,-101703,"Грецький 
фонд фінансової стабільності (Греція)",4,world,NA,60,2,155
1285,ПІРЕУС МКБ,4380871,1072011,3136461,1361934,-656580,"Грецький 
фонд фінансової стабільності (Греція)",3,world,NA,60,2,155
1286,ПІРЕУС МКБ,3355277,1072012,1762110,1065318,14086,"Грецький фонд
 фінансової стабільності (Греція)",3,world,NA,60,2,155
1287,ПІРЕУС МКБ,3180404,1012010,2661620,719786,-285462,"Грецький 
фонд фінансової стабільності (Греція)",3,world,NA,60,2,155
1288,ПЛАТИНУМ,4446237,1072013,3397680,3606027,17068,"Борис 
Кауфман",3,ukraine,NA,61,4,28
1289,ПЛАТИНУМ,1094314,1072010,1005016,110943,2495,"Борис 
Кауфман",4,ukraine,NA,61,4,28
1290,ПЛАТИНУМ,5794707.7,1012014,4785876.26,4824236,34395,"Борис 
Кауфман",3,ukraine,NA,61,4,28
1291,ПЛАТИНУМ,1216669,1012010,1012789,68380,771,"Борис 
Кауфман",4,ukraine,NA,61,4,28
1292,ПЛАТИНУМ,3188741,1072012,2312684,2318966,33868,"Борис 
Кауфман",3,ukraine,NA,61,4,28
1293,ПЛАТИНУМ,1630777,1012011,1216154,573684,9409,"Борис 
Кауфман",4,ukraine,NA,61,4,28
1294,ПЛАТИНУМ,3754956,1012012,2515986,2841003,2970,"Борис 
Кауфман",3,ukraine,NA,61,4,28
1295,ПЛАТИНУМ,2731594,1072011,1656908,1371415,483,"Борис 
Кауфман",4,ukraine,NA,61,4,28
1296,ПЛАТИНУМ,5919913,1072014,4650046,4700927,-87645,"Борис 
Кауфман",3,ukraine,NA,61,4,28
1297,ПЛАТИНУМ,3697022,1012013,2728423,2967851,6119,"Борис 
Кауфман",3,ukraine,NA,61,4,28
1298,ПЛАТИНУМ,1244738,1072009,1095831,95779,-3329,"Борис 
Кауфман",4,ukraine,NA,61,4,28
1299,ПЛЮС,610441,1012009,466621,353005,1556,NA,4,NA,NA,160,2,94
1300,ПЛЮС,421954,1012010,284564,212038,672,NA,4,NA,NA,160,2,94
1301,ПЛЮС,481328,1072010,334877,265535,1565,NA,4,NA,NA,160,2,94
1302,ПЛЮС,496482,1072009,392050,276091,473,NA,4,NA,NA,160,2,94
1303,ПЛЮС,1125649,1072011,932497,770073,5097,NA,4,NA,NA,160,2,94
1304,ПЛЮС,809108,1012011,634867,487350,7112,NA,4,NA,NA,160,2,94
1305,ПОЛІКОМБАНК,283037,1072009,190648,125700,216,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1306,ПОЛІКОМБАНК,289518,1012009,191309,130120,472,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1307,ПОЛІКОМБАНК,552686.57,1012014,288472.25,278440,-122,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1308,ПОЛІКОМБАНК,395785,1072011,281507,225376,15,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1309,ПОЛІКОМБАНК,525180,1072013,302776,261869,-229,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1310,ПОЛІКОМБАНК,329405,1072010,213259,172354,4,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1311,ПОЛІКОМБАНК,397012,1012013,250490,233997,4953,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1312,ПОЛІКОМБАНК,382805,1012011,270248,196639,98,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1313,ПОЛІКОМБАНК,411823,1012012,287319,216847,174,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1314,ПОЛІКОМБАНК,285690,1012010,194773,135954,361,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1315,ПОЛІКОМБАНК,531135,1072014,333447,281395,-456,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1316,ПОЛІКОМБАНК,442138,1072012,268169,217314,163,"Володимир 
Кожедуб",4,ukraine,NA,194,2,95
1317,ПОЛТАВА -,1265014,1072012,794022,1000769,8738,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
1318,ПОЛТАВА -,1338882,1012013,767609,997987,17613,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
1319,ПОЛТАВА -,1231196,1072011,816000,973205,3429,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
1320,ПОЛТАВА -,1133330,1012009,715743,702849,12493,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
1321,ПОЛТАВА -,1079253,1012010,738164,781217,9356,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
1322,ПОЛТАВА -,1237338,1012012,809863,985323,753,"Олександр Некрасов
 і сини",4,ukraine,NA,112,2,138
1323,ПОЛТАВА -,1009681,1072009,695851,677481,4626,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
1324,ПОЛТАВА -,1265761,1072013,871063,974762,11533,"Олександр 
Некрасов і сини",4,ukraine,NA,112,2,138
